smiles,P2,P1,P3,P4,P5,P6,P7,P8,P9
COc1ccccc1CNC(=O)CCC(=O)Nc1nnc(C(C)C)s1,1,1,1,1,1,1,1,1,0
CC(=O)c1c(C)[nH]c(C(=O)Nc2cccnc2)c1C,1,1,1,0,1,1,1,1,0
Cc1cccc(CSc2ncnc3c2cnn3Cc2ccccc2)c1,1,1,1,1,1,1,1,1,1
C=CCc1cccc2cc(C(=O)N3CCN(C(=O)OCC)CC3)c(=O)oc12,1,1,0,1,1,1,1,0,1
COc1ccccc1Nc1nc2c(s1)CCC2,1,1,0,1,1,0,0,0,1
N#C/C(=C\c1ccc(-c2ccccc2)o1)C(=O)Nn1cnnc1,1,1,1,1,1,0,1,1,1
O=[N+]([O-])c1nn(-c2ccccc2)n(O)/c1=N/Cc1ccc2c(c1)OCO2,1,1,1,1,1,1,1,1,1
O=C(COc1ccccc1Cl)N1CCN(c2ncccn2)CC1,0,0,0,1,1,1,0,1,1
COc1ccccc1N1CCN(C(=O)C2=CC3=NC(c4ccco4)CC(C(F)(F)F)N3N2)CC1,0,1,1,1,1,1,1,1,1
CCOc1ccccc1NC(=S)NC(=O)CCCOc1ccc(Cl)cc1Cl,1,1,1,1,1,1,1,1,1
COc1cccc(-n2nnc3c(=O)n(Cc4ccc(F)cc4)cnc32)c1,1,0,1,1,1,1,1,1,1
CCOC(=O)C1C(=O)C=C(c2ccc(NS(C)(=O)=O)cc2)CC1c1ccco1,1,1,1,1,1,1,1,1,1
COc1cc(C2Nc3ccccc3C(=O)N2Cc2ccco2)cc(OC)c1OC,1,1,1,1,1,0,1,1,1
Cc1ccc(N2C(=O)CSC2c2cccnc2)cc1F,1,1,0,1,1,1,0,1,1
CCCc1cc(C(=O)Nc2sc3c(c2C(=O)OCC)CCCC3)no1,0,1,1,0,1,1,0,1,1
O=C(Cn1ncc2c(=O)oc3ccccc3c21)NCCCN1CCCC1=O,1,1,1,0,1,1,1,1,1
O=C(CCCn1c(=S)[nH]c2ccccc2c1=O)N1CCN(c2cccc(Cl)c2)CC1,1,1,1,1,1,0,1,1,1
c1cncc(-c2noc(CC3CCCCC3)n2)c1,1,1,1,1,1,1,1,1,1
CCCCOc1ccc(-c2nnc(N)s2)cc1,1,1,1,1,0,1,1,1,1
O=C(c1cc2cc(Br)ccc2oc1=O)N1CCCC1,1,1,1,1,1,1,1,1,1
Cc1n[nH]c(N/N=C/C2CC=CCC2)nc1=O,1,1,1,1,1,1,1,1,1
C/C(Nc1ccc(Cl)cc1)=C(/C#N)C(N)=O,1,1,1,1,1,1,1,1,1
CC1(C)Cn2c(nnc2-c2cccc(O)c2)S1,1,0,1,0,1,1,1,0,1
Cc1ccc2c(c1)nnn2C1CCN(S(=O)(=O)c2cccc(S(=O)(=O)N(C)C)c2)CC1,1,1,0,0,0,1,1,1,1
CCCc1nc2n[nH]c(N)c2c2c1CCC2,1,0,1,1,1,0,1,1,1
O=C1Nc2ccccc2C12OC1CCCCC1O2,1,1,1,1,1,1,1,0,1
COc1ccc(OC)c(S(=O)(=O)N2CCCCC2C(=O)N2CCN(c3ccccn3)CC2)c1,1,0,0,1,1,1,1,1,1
O=C(CSc1nnc(-c2ccccn2)n1Cc1ccco1)c1ccc(Cl)cc1,1,0,0,1,0,0,1,1,1
CCC1(C)COC2(OC1)C(=O)Nc1ccccc12,1,1,1,1,1,1,1,0,1
COC(=O)c1ccc(CSc2ncnc3c2sc2nc(N4CCOCC4)c4c(c23)CCCC4)o1,1,1,0,0,1,1,1,1,1
O=C(COC(=O)c1ccccc1Oc1ccccc1)NC1CCS(=O)(=O)C1,1,1,0,1,1,1,1,1,1
Cc1ccc(NCc2nnc(SCC(=O)Nc3ccccc3)n2CC2CCCO2)c(C)c1,0,0,1,0,1,1,1,1,1
OCCN1CCN(c2ncnc3c2sc2nc(N4CCOCC4)c4c(c23)CCC4)CC1,1,1,1,1,1,1,1,1,1
Cc1cc2c(c(=O)n1Cc1ccccn1)C(c1ccc3c(c1)OCO3)C(C#N)=C(N)O2,0,1,1,1,1,1,1,0,0
CCCCn1/c(=N/C(C)=O)c(C#N)cc2c(=O)n3cccc(C)c3nc21,1,1,1,1,1,1,1,0,1
Cc1cc(C)c(C#N)c(Sc2nnnn2-c2ccccc2)n1,1,1,1,1,1,1,1,1,0
Cc1cccnc1NC(=O)COc1ccc2oc3c(c2c1)CCCC3,0,0,0,1,0,1,1,1,0
COC(=O)c1nn(-c2ccc(OC)cc2)c(=O)cc1NN,1,1,1,1,1,1,1,1,1
O=C1c2ccccc2C(O)N1c1cccnc1,1,1,0,0,1,1,1,0,1
CC(C)C(=O)Nc1cccc(C(=O)N2CCCCC2C)c1,1,1,1,1,1,1,1,1,1
N#C/C(=C\c1ccc(OCc2ccccc2)cc1)C(=O)Nc1nc2c(s1)CCN(Cc1ccccc1)C2,1,1,1,1,1,1,1,1,1
Cc1cc(C)nc(N2CCN(c3ncnc4c3oc3ccccc34)CC2)n1,1,1,0,1,1,1,1,1,1
O=C(/C=C/c1ccccc1)Oc1ccc(C(=S)N2CCOCC2)cc1,1,1,1,1,1,1,1,1,1
C=CCn1c(SC(C)C#N)nc2sc(CC)cc2c1=O,1,1,1,1,1,1,1,1,1
O=C(CCSc1ccc(Cl)cc1)N1CCN(c2ncccn2)CC1,1,0,1,1,0,1,1,1,1
COc1c(F)c(F)c(C(=O)Nc2ccccc2N2CCN(C(C)=O)CC2)c(F)c1F,1,1,1,1,0,1,1,1,0
COc1ccc(NC(=O)C2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)cc1OC,1,1,1,1,0,1,1,0,1
COc1ccc(-c2nc(-c3cccc(C(F)(F)F)c3)no2)cc1OC,1,1,1,1,1,1,1,1,1
CCCS(=O)(=O)N1CCC(C(=O)NC2CCCCC2C)CC1,1,1,0,0,1,1,1,1,1
CC(=O)NN1C(=O)c2ccccc2NC1c1ccccn1,1,1,1,1,1,1,1,1,1
CCOCCSc1nc2c(c(=O)[nH]c(=O)n2C)n1CCCc1ccccc1,1,1,1,1,1,0,1,1,0
CCOC(=O)C1=C(C)OC(N)=C(C(=O)OCC)C1c1cccnc1,0,1,1,0,0,1,1,1,1
CCOC(=O)/C=C/C(=O)OCC(=O)Nc1c(Cl)cccc1Cl,1,1,1,1,1,1,1,1,1
CC1(C)Cc2ccccc2-c2nc3ccccc3c(=O)n21,1,0,0,1,1,0,1,0,1
CCn1c(=O)n(CC(=O)Nc2cc(OC)ccc2OC)c(=O)c2ccccc21,1,1,0,1,1,1,1,0,1
Cc1cc(C(=O)NCC(=O)O)c(C)o1,1,1,1,1,1,0,1,1,1
Cc1ccccc1OCC(=O)O/N=C(\N)Cc1ccc(Cl)cc1,1,1,1,1,1,1,1,1,1
CC1(C)NC(=O)N(CCOCCOc2ccccc2-c2ccccc2)C1=O,1,1,1,1,1,1,1,1,1
CN1CCN(c2ccccc2NC(=O)C(Cc2ccccc2)n2cccc2)CC1,0,0,1,1,1,1,1,1,1
COc1ccc(Cl)cc1NC(=O)C(=O)NCc1ccncc1,1,1,1,1,1,1,1,1,1
O=c1oc(-c2ccccc2[N+](=O)[O-])nc2ccccc12,1,1,1,1,1,1,1,1,1
COc1ccc(CNS(=O)(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)cc1,1,1,1,1,0,1,0,1,0
CS(=O)(=O)N1CCc2cc(S(=O)(=O)N3CCCCC3)ccc21,1,1,1,1,1,1,1,1,1
O=C(c1ccc([N+](=O)[O-])cc1)N1CCN(C(=O)c2ccco2)CC1,1,1,1,1,1,1,1,1,1
COc1ccc(S(=O)(=O)NCC(=O)N(CC(=O)NCC2CCCO2)c2ccccc2)cc1,1,1,0,1,0,1,1,1,0
Cc1cccc(N2CCN(C(=O)c3ccc(CS(=O)(=O)c4ccccc4C)o3)CC2C)c1,1,1,1,0,0,0,1,1,1
COc1ccc(CC2S/C(=C(\C#N)C(=O)NCc3ccco3)N(c3ccc(C)cc3)C2=O)cc1,0,1,0,0,0,1,1,0,1
C/C(=N\OCC(=O)N/N=C/c1ccccc1)c1cccs1,1,1,1,1,1,0,1,1,1
COc1ccc(OC)c(S(=O)(=O)NCc2csc(-c3ccccc3)n2)c1,1,1,1,1,1,1,1,1,1
COc1cccc(-n2c(COc3ccc(C)cc3)nnc2SCC(N)=O)c1,0,1,0,1,0,1,0,1,1
COc1ccc(C(=O)N2CCN(c3ccc(C)cc3)CC2)cc1OC,0,1,0,1,1,0,1,1,1
Cc1ccc(-n2c(Cn3nc(C(F)F)cc3C(F)F)n[nH]c2=S)cc1,1,1,1,1,1,1,1,1,1
CCCCCn1c(=O)[nH]c2cc(C(=O)N3CCN(CC)CC3)ccc2c1=O,1,1,1,1,1,1,1,1,1
Cc1nc(C)c(C(=O)Nc2ccc(C)c(F)c2)o1,1,0,1,0,1,1,1,1,1
Nc1ccccc1C(=O)Nc1cccc(C(=O)O)c1,1,1,1,1,0,1,1,0,1
CCOc1ccc(NC(=O)CS(=O)CC(=O)NC2CCCc3ccccc32)cc1,1,1,1,1,1,1,1,0,1
CC(=O)c1ccc(NC(=S)NCCc2ccc(F)cc2)cc1,1,1,1,1,1,1,1,1,1
O=C(Nc1ccc(-c2nc3ccccc3s2)cc1)c1ccc(Cl)c([N+](=O)[O-])c1,1,1,1,1,1,0,1,1,1
CCOCCCNC(=O)c1ccccc1Br,1,1,1,1,1,1,1,1,1
Cc1cccc(C(=O)O/N=C/c2c(N3CCOCC3)n(C)c3ccccc23)c1,1,1,1,1,1,1,1,1,1
O=C(NC(Cc1ccc(F)cc1)C(=O)O)c1ccccc1,1,0,0,1,1,1,0,1,1
Cc1ccc(C(=O)NCc2nnc(SCC(=O)Nc3sc4c(c3C#N)CCCC4)n2C)cc1,1,0,1,0,1,1,1,1,1
CCn1c2ccccc2c2cc(NC(=O)c3ccc(Br)o3)ccc21,1,1,1,1,1,1,1,1,0
COC(=O)CSC(C)C(=O)Nc1nnc(C(C)C)s1,1,1,1,1,1,1,1,1,1
O=C(O)C1C2C=CC(C2)C1C(=O)N1CCc2ccccc21,1,1,1,0,1,1,1,1,1
O=C(c1cccs1)N1CCN(C(=O)c2ccco2)c2ccccc2C1,1,1,1,1,1,1,1,1,1
COc1ccc2ccccc2c1CN1CCN(C)CC1,1,1,1,0,0,1,0,1,1
COc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc(C(F)(F)F)cc3)CC2)cc1C,1,1,1,1,0,1,1,1,1
CCOc1ccccc1NC(=O)CN(c1ccc(OC)cc1)S(=O)(=O)c1ccccc1,1,1,1,1,1,0,1,1,1
Cc1n[nH]c(C)c1N1C(=O)c2cccc3cc(Br)cc(c23)C1=O,1,1,1,1,1,1,1,1,0
O=C(C1=C(O)C(=O)N(CCN2CCOCC2)C1c1cccnc1)c1cc2ccccc2o1,1,1,0,1,1,1,1,1,1
CCOc1ccccc1C(=O)NC1CC2CCCC(C1)N2Cc1nnnn1Cc1ccco1,1,0,0,1,1,1,0,1,1
Cc1ccc(S(=O)(=O)Cn2nnnc2CN2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1,0,1,0,1,1,1,1,1,1
COc1ccc(OC)c(C(=O)COC(=O)c2ccc(C)o2)c1,1,1,1,1,1,1,0,1,0
COC(=O)c1ccc2nc(C(F)(F)F)[nH]c2c1,1,1,1,1,1,1,1,1,0
COC(=O)CC1(c2ccccc2)C(=O)c2ccccc2C1=O,1,1,1,1,1,0,1,1,1
CCCCCC1NC(=O)NC1CCCCCC(=O)O,1,1,1,1,1,1,1,1,1
Cc1cc(-n2c(C)cc(C(=O)CN3C(=O)NC4(CCCCC4)C3=O)c2C)no1,0,1,1,1,1,1,0,0,0
O=c1c(-c2nc3ccccc3s2)cccn1Cc1ccc(Cl)cc1,1,1,1,1,1,1,1,1,1
Cn1c(=O)n(CC(=O)N2CCN(c3nnc(-c4ccccc4)c4ccccc34)CC2)c2ccccc21,0,0,1,1,1,1,1,1,1
COc1ccc(C(=O)N2CCN=C2SC)cc1OC,1,1,0,0,0,1,1,1,1
COc1ccc(OC)c(NC(=O)CSCC(=O)O)c1,1,1,1,1,1,1,1,0,0
Cc1ccc2cccc(O)c2[n+]1[O-],1,1,1,1,1,1,1,0,1
CCOCC(=O)Nc1c(C(=O)OCC)oc2ccccc12,1,1,0,1,1,1,0,0,1
CC(=O)c1ccc(N2/C(=N/C(=O)C(C)C)SC3CS(=O)(=O)CC32)cc1,1,0,1,1,0,1,0,1,1
O=c1c2ccccc2nc2n1C1(CCCCC1)Cc1ccccc1-2,1,1,1,1,1,1,1,1,1
CC(C)(C)NC(=O)CN(C(=O)CS(=O)CC(=O)Nc1ccc(F)cc1)c1ccc(F)c(Cl)c1,1,1,1,1,1,1,1,1,1
COc1cccc(-n2c(C)nnc2SCC#N)c1,1,0,1,0,1,1,1,1,1
Cn1c(CCNC(=O)c2ccccc2)nc2cc(NC(=O)c3ccco3)ccc21,0,1,1,0,1,1,1,1,1
Cc1cc2cc(CN(Cc3nnnn3C3CCCCC3)CC3CCCO3)c(=O)[nH]c2cc1C,1,1,0,1,1,1,1,1,1
CC(=O)N(C)c1ccc(NC(=O)Nc2ccc(C)cc2)cc1,1,1,1,1,1,1,1,1,1
Cc1ccc(-c2csc3nc(SCC(=O)N(C)C)n(Cc4ccccc4)c(=O)c23)cc1,1,1,1,1,1,1,1,1,1
CC(C)CCNC(=O)CCCn1c(=O)[nH]c2ccc(Br)cc2c1=O,1,1,1,1,1,1,1,1,1
Cc1nc(SCC(=O)O)c2oc3ccccc3c2n1,1,1,1,0,1,1,1,0,1
Cc1ccc(CNC(=O)Cc2noc3ccccc23)cc1,1,1,1,1,1,1,1,1,1
Cc1ccc(C(=O)N/C(=C\c2ccco2)C(=O)NCC2CCCO2)cc1C,1,1,1,1,1,1,1,1,1
CCCCn1c(CCCNC(=O)CC)nc2ccccc21,1,1,1,1,1,1,1,1,1
COc1ccccc1NC(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1,0,0,0,1,0,1,1,0,1
O=C(NC1CCCCCC1)C1CCN(C(=O)Cc2ccccc2)CC1,0,0,1,0,1,1,1,1,0
CCCN(CCC)C(=O)C(CC)c1ccccc1,1,1,1,1,1,0,1,1,1
COc1ccc(OC)c(NC(=O)c2cc(S(=O)(=O)NCc3ccco3)ccc2F)c1,1,1,1,1,1,1,0,0,1
N#CCCN1CCN(C(=S)c2ccc(-c3ccc(Cl)cc3)o2)CC1,0,1,0,0,1,1,1,1,1
O=C(CNC(=O)C(c1ccccc1)c1ccccc1)OCC(=O)c1cccs1,1,1,1,1,1,1,1,1,1
Nc1ncc2c(n1)CC(c1ccco1)CC2=O,1,1,1,0,1,1,0,1,0
Cc1nc(SCC(=O)NCCc2ccccc2)n[nH]1,1,1,1,0,1,1,1,1,1
Cc1ccc(CNC(=O)C2CC(c3cccc([N+](=O)[O-])c3)=NO2)o1,1,1,1,1,1,0,1,1,1
COCc1nnc(SCC(=O)NC(C)c2ccccc2)n1-c1ccccc1,0,0,0,0,1,1,0,0,1
N#Cc1c(-c2cccnc2)c2c([nH]c1=S)CCCC2,1,0,0,0,1,1,1,0,1
COc1ccc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)cc1OC,1,1,1,1,0,1,1,1,1
Cc1[nH]nc2c1-c1nc3ccccc3nc1C(C)(C)C2,1,0,0,1,1,1,1,1,1
COc1ccc(C(=O)NC(C(=O)NCc2ccco2)C(C)C)cc1,1,1,1,1,1,1,1,1,1
CCOC(=O)c1ccc(NC(=O)CC2COc3ccccc3O2)cc1,1,1,1,1,1,1,0,1,1
Cc1ccc2oc(Nc3nc(C)cc(C)n3)nc2c1,1,1,1,0,1,1,1,0,1
Cc1ccc2cc3cc(C(=O)N(C)C4CCCCC4)oc3nc2c1,0,1,0,1,0,1,1,1,0
Cc1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1,1,1,1,1,1,1,0,1,0
C(#CCN1CCOCC1)COCCOC(c1ccccc1)c1ccccc1,1,1,1,1,1,1,1,1,0
O=C(CCc1ccc(S(=O)(=O)N2CCOCC2)cc1)N/N=C/c1cccc(O)c1,1,1,1,1,1,1,1,1,1
CCOc1ccccc1NC(=O)CCC(=O)O,1,1,0,1,1,1,1,0,1
Cc1occc1C(=O)Nc1cccnc1,1,1,1,1,1,1,1,1,1
O=C(/C=C/c1ccccc1[N+](=O)[O-])N1CCCCC1,1,1,1,1,1,1,1,1,1
CCCCNC(=O)CN(c1cccc(F)c1)S(C)(=O)=O,1,1,1,1,1,1,1,1,1
CNc1nc(C)c(C(=O)c2ccc(Cl)cc2)s1,1,1,1,1,1,1,1,1,1
O=C(CSc1nnnn1C1CCCC1)N1CCN(C(=O)c2ccco2)CC1,1,0,1,0,0,1,0,1,1
COc1cc2[nH]c(=S)nc(NCC3CCCO3)c2cc1OC,1,1,1,1,0,1,1,1,0
Cc1cc(C)n(-c2nc(SCCN(C)C)c3c4c(sc3n2)COC(C)(C)C4)n1,1,1,1,1,1,1,1,1,1
O=C(O)/C=C/C(=O)N1CCN(c2ccccc2F)CC1,1,1,1,1,1,1,1,1,1
O=C(COC(=O)c1ccc(S(=O)(=O)NCc2ccco2)cc1)NC1CCCCC1,1,1,1,1,1,1,1,1,1
O=C1NC2=C(CCc3ccccc32)C(c2ccccc2)N1,1,1,1,1,1,1,1,1,1
COc1cccc(N2CCN(CC(=O)NCc3cccs3)CC2)c1,1,1,1,1,0,1,1,0,1
CCCCC(=O)N1CC2(C)CN(C(=O)CCCC)CC(C)(C1)C2=O,1,1,1,1,1,1,1,1,0
COc1cccc(-c2nc(CS(=O)CC(=O)NCc3ccccc3Cl)c(C)o2)c1,0,1,1,0,1,1,1,1,1
CCOc1ccc(CCNC(=O)C2CCN(c3nn4c(=O)cc(C)nc4s3)CC2)cc1OCC,0,1,1,1,1,1,1,1,1
[O-]/[N+](=C/c1cccnc1)c1ccc(Br)cc1,1,1,1,1,1,1,0,1,1
Cc1ccc(N2CC(C(=O)NCc3cccs3)CC2=O)cc1,0,0,0,1,0,1,0,0,1
CCN(CC)Cc1c(O)ccc2c(-c3ccccc3)cc(=O)oc12,1,1,1,1,1,0,1,1,1
Cc1nc(NCCc2ccccc2)c2oc3ccccc3c2n1,1,1,1,1,1,1,1,1,1
CC(NC(=O)c1cnc2n(c1=O)CCS2)c1ccccc1,1,1,1,1,1,1,1,0,1
O=C(c1noc2c1CCCC2)N1CCN(c2ccccc2)CC1,0,0,1,1,1,1,1,0,1
COc1cc(Cl)ccc1S(=O)(=O)n1nc(C)cc1C,0,0,0,0,1,1,1,1,1
Cc1ccc(NC(=O)c2nc[nH]c2C(=O)Nc2ccc(C)cc2)cc1,1,1,1,1,1,0,1,1,1
Cc1ccc(-n2c(Cc3ccccc3)n[nH]c2=S)cc1,1,1,1,1,1,1,1,1,1
Cc1ccc(-n2c(SCC(=O)NC3CCCCC3)nc3c(c2=O)SCC3)cc1,0,0,1,1,0,1,1,1,0
COC(=O)c1ccc(C(c2c(N)n(CC(C)C)c(=O)[nH]c2=O)N2CCN(c3ccccc3)CC2)cc1,1,1,1,1,1,1,1,1,1
Cc1cccc(CSc2nnc(-c3ccccn3)n2N)c1,1,0,0,1,1,1,0,1,1
Brc1ccc(-c2nnc3n2CCCCC3)cc1,1,1,1,1,1,1,1,1,0
Cc1ccc2nc(-c3ccccc3)cc(C(=O)O)c2c1,0,1,1,1,1,1,1,1,1
Cc1csc(SCc2nc3sc4c(c3c(=O)[nH]2)CCC4)n1,1,1,0,1,0,1,1,1,1
CC1(C)C(c2ccccn2)=[N+]([O-])C(C)(C)N1O,1,1,0,0,1,1,1,1,1
CCN(CC)S(=O)(=O)c1ccc2c(c1)nc(SCC(=O)NC1CC1)n2-c1ccccc1OC,1,1,0,0,0,1,1,1,1
Cc1ccc2cc(CN(C(=O)C3CCCO3)C3CCCCC3)c(=O)[nH]c2c1,0,1,0,1,0,1,0,1,0
CC(C)(C)c1ccc(C(=O)CSc2n[nH]c(=O)[nH]c2=O)cc1,1,1,1,1,1,1,1,1,1
C=CCOc1ccc2nc(NC(=O)OC)[nH]c2c1,1,1,1,1,1,1,1,1,1
CN(C)Cc1nc2ccccc2c(=O)n1Cc1nc(-c2cc3ccccc3o2)cs1,0,0,1,0,1,0,0,0,1
O=C(CSc1nc2ccccc2c(=O)n1Cc1ccco1)N1CCN(c2ccccc2)CC1,1,1,1,1,1,0,1,1,1
CC1=CC2=c3cccc(C)c3=NC(c3sccc3C)N2N1,1,1,1,1,1,1,1,1,1
Cc1cc(NC(=O)c2cccnc2)ccc1NC(=O)c1ccco1,1,1,0,1,1,1,1,0,1
COC(=O)Nc1ccc(S(=O)(=O)N(C)C)cc1,1,1,1,0,1,1,0,1,1
CCOc1ccccc1OCCCCCc1c(C)n[nH]c1C,1,1,1,1,0,0,1,0,1
Cc1[nH]c2ccccc2c1C(=O)CSc1ccc(Cl)cc1,1,1,1,1,1,1,1,1,1
COC(=O)c1ccc(S(=O)(=O)NCCSc2nnc3c4ccccc4n(C)c3n2)cc1,1,0,1,1,0,1,1,1,1
Cc1ccc(S(=O)(=O)N2CCOCC2)cc1C(=O)NC1CCCCC1,1,1,1,1,1,1,1,1,1
O=C(CCc1nc(-c2ccccc2F)no1)N1CCC2(CC1)OCCO2,1,1,0,0,1,1,1,1,1
COCCNC(=O)c1ccc(N2CCCCC2)c(NS(=O)(=O)c2ccc(C)cc2)c1,1,1,0,1,1,1,1,0,1
CCOc1ccc(C(=O)CCC(=O)O)cc1,1,1,1,1,1,0,1,1,0
CSc1nc(-c2ccccc2)nn1C(=O)c1ccccc1,1,1,1,1,1,0,1,1,1
C=CCn1c(COC)nnc1SCC(=O)c1ccc(F)cc1,1,1,1,1,1,1,1,1,1
CCOC(=O)c1snc(C(=O)NC2CCCCC2)c1N,1,0,1,0,0,1,1,1,0
CC1CCCC(NC(=O)CN2CCN(Cc3ccc(Cl)cc3)C2=O)C1C,1,1,1,1,0,1,1,1,1
COn1c(=O)c(-c2ccc(Cl)cc2)[n+]([O-])c2ccccc21,1,1,0,1,1,1,0,1,1
Cc1cc(C)n(-c2ccc(C(=O)OCC(=O)NCc3ccco3)cc2)n1,1,1,0,0,1,1,1,0,0
O=C(NCCc1ccccc1)C1CCN(S(=O)(=O)c2cccnc2)CC1,0,1,1,1,1,0,1,1,1
COc1ccc(C(=O)N2CCCCC2)cc1S(=O)(=O)Nc1ccccc1,0,1,1,1,1,1,1,0,1
COCCn1c(Cc2ccccc2)nnc1SCC(=O)Nc1cc(C)on1,1,0,0,1,1,1,1,1,1
CCN(CC)C(=O)CSc1nnc2sc3ccccc3n12,0,0,0,1,1,1,0,1,1
Cc1cc(NC(=O)Cn2nc(C(F)(F)F)c3c2CCC3)n(-c2ccccc2)n1,0,1,0,1,0,1,1,1,1
Cc1cc(C)c(C)c(S(=O)(=O)N2CCN(CC(=O)NC(=O)NCc3ccccc3)CC2)c1C,1,1,1,1,1,1,1,1,1
CCCc1nc(NCc2ccc3c(c2)OCO3)c2nnn(Cc3ccccc3Cl)c2n1,1,1,1,1,1,1,1,1,1
O=C1CSC(c2ccccn2)N1Cc1cn2ccccc2n1,1,0,1,0,1,0,1,1,1
COCCCNC(=O)C1CCN(c2ncccn2)CC1,1,1,1,0,1,1,1,1,0
CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(N(C)C)cc1,0,1,1,0,0,1,0,1,1
Cc1cnc(NC(=O)c2c(O)n3c4c(cccc4c2=O)CCC3)s1,1,0,1,0,0,1,0,1,0
CC1CN(C(=O)c2ccc(C(=O)c3ccccc3)cc2)CC(C)O1,1,1,1,1,1,1,1,1,1
CCn1cc(/C=N/NC(=O)c2ccc3c(c2)OCO3)c(C)n1,1,1,1,1,1,1,1,1,1
COc1ccc(C(=O)Nc2ccc(Cl)c(Cl)c2)c(OC)n1,0,1,1,1,1,1,1,1,1
Cc1nc2ccc(S(=O)(=O)N(C)CC(=O)NCc3ccc4c(c3)OCO4)cc2s1,1,1,0,0,0,0,1,1,1
CCOC(=O)CC(C#N)c1c[nH]c2ccccc12,1,1,0,1,1,1,1,0,1
O=C(NCCSc1c(-c2ccccc2)[nH]c2ccccc12)c1cc2ccccc2oc1=O,1,1,1,1,1,1,1,1,1
Cc1ccc(S(=O)(=O)Nc2ccc(N3CCOCC3)cc2)cc1,1,1,1,1,1,1,1,1,1
Cc1c(C(=O)NCc2cccs2)oc2ccccc12,1,1,1,1,0,1,0,0,1
CC(=O)c1ccc(N2CCN(C(=O)c3cc4c(-c5ccccc5F)nn(C)c4s3)CC2)cc1,0,1,1,1,1,1,1,1,1
CCOC(=O)CNC(=O)Cn1cnc2sc(C)c(S(=O)(=O)N3CCC(C)CC3)c2c1=O,1,1,1,1,1,1,0,1,1
CC(=O)C(C)Oc1ccc2c3c(c(=O)oc2c1)CCCC3,1,1,0,1,1,1,1,1,0
Cc1cc(C)n(-c2nc3ccccc3c(=O)n2OCC(=O)Nc2c(C)cccc2C)n1,0,1,0,1,1,1,1,1,1
COc1ccc(N(C(C)=O)S(=O)(=O)c2cc(OC)ccc2OC)cc1,1,1,0,1,1,1,1,0,0
O=c1cc(-c2ccccc2)n(S(=O)(=O)c2ccc3ccccc3c2)o1,1,1,1,1,1,1,1,1,1
O=S(=O)(NCCc1cn2ccccc2n1)c1ccc(F)c(C(F)(F)F)c1,1,1,1,1,1,1,1,0,1
O=C(c1cnsn1)N1CCN(c2ccccc2)CC1,1,0,0,1,1,1,1,0,1
Cc1nnc(C)n1/N=C/c1ccc(Cl)cc1,1,1,1,1,1,0,1,1,1
COc1ccc(CNC(=O)COc2ccc([N+](=O)[O-])cc2)cc1,1,1,1,1,1,0,1,1,1
CSc1nc2ccc(S(=O)(=O)N(C)C)cc2s1,1,1,1,1,1,1,1,1,1
CCOC(=O)CSc1nc2cc(C(=O)NCc3ccco3)ccc2c(=O)n1C1CCCCC1,1,1,1,1,1,1,1,0,1
Cc1ccc(/C=C/C(=O)c2c(C)nc3ccccn23)cc1,1,1,1,1,1,0,1,1,1
CCOC(=O)c1c(-c2ccccc2)oc2ccc(OC(=O)N(C)C)cc12,0,1,0,1,1,1,1,1,1
O=C1c2oc3ccc(F)cc3c(=O)c2C(c2ccccc2)N1CC1CCCO1,1,1,1,0,1,1,1,1,1
COCCCn1c(SCC(N)=O)nnc1-c1ccccc1,1,0,1,0,1,1,0,1,0
COC(=O)COc1ccc(S(=O)(=O)Nc2ccc(C(N)=O)cc2)cc1,1,1,1,1,1,1,1,1,1
COc1ccccc1CN(CC(=O)NCC1CCCO1)C(=O)CNS(=O)(=O)c1ccc(C)cc1,1,1,1,1,0,1,1,1,0
COc1cccc(=O)c2c(C)n(-c3ccc(C(=O)O)cc3)c(C)c12,1,1,1,1,1,1,1,1,1
CCc1c(C)nc(N)n2c(SCC(=O)N3CCCC(C)C3)nnc12,1,0,1,0,0,1,1,1,1
Cc1ccc(C(=O)N/C(=C/c2ccco2)C(=O)O)cc1,1,1,1,1,1,1,1,1,1
CC(=O)Nc1ccc(OC(F)(F)C(F)C(F)(F)F)c(NC(C)=O)c1,1,1,1,1,1,1,1,1,0
O=C1CC(N2CCSCC2)C(=O)N1CCc1ccccc1,1,1,1,1,0,1,1,0,1
Cc1ccc(C(=O)NC(=S)NCCN2CCOCC2)cc1,1,1,1,1,1,1,1,1,1
CC(C)C(NC(=O)CN1C(=O)c2ccccc2S1(=O)=O)C(C)C,1,1,1,1,1,1,1,0,1
Cn1c(=O)c2cc(S(=O)(=O)NC(C(=O)Nc3cccnc3)c3ccccc3)ccc2n(C)c1=O,0,0,1,1,1,1,1,0,1
COc1ccc2nc(SCC(=O)Nc3ccc4c(c3)OCCO4)[nH]c2c1,1,1,1,1,0,0,1,1,1
